timestamp,open,high,low,close
2025-05-10 21:23:00,104405.85,104405.85,104405.85,104405.85
2025-05-10 21:24:00,104405.85,104405.85,104405.85,104405.85
2025-05-10 21:25:00,104405.85,104405.85,104405.85,104405.85
2025-05-10 21:26:00,104405.85,104405.85,104405.85,104405.85
2025-05-10 21:27:00,104402.57,104402.57,104402.57,104402.57
2025-05-10 21:28:00,104402.57,104402.57,104402.57,104402.57
2025-05-10 21:29:00,104402.57,104402.57,104402.57,104402.57
2025-05-10 21:30:00,104422.76,104422.76,104422.76,104422.76
2025-05-10 21:31:00,104381.8,104381.8,104381.8,104381.8
