timestamp,open,high,low,close
2025-05-11 15:14:00,104704.6,104704.6,104704.6,104704.6
2025-05-11 15:15:00,104704.6,104704.6,104704.6,104704.6
2025-05-11 15:16:00,104449.57,104449.57,104449.57,104449.57
2025-05-11 15:17:00,104449.57,104449.57,104449.57,104449.57
2025-05-11 15:18:00,104470.01,104470.01,104470.01,104470.01
2025-05-11 15:19:00,104693.21,104693.21,104693.21,104693.21
